,CustomerId,PipedriveId,ContractStartDateUtc,ContractEndDateUtc,Churned,NumberOfDaysActive,AmountTasksPerMonth,AmountTasksLastMonth,FirstPlanVariantId_Basic Plan,FirstPlanVariantId_Pro Plan,FirstPlanVariantId_WeightBet
1336,618aea68480d029d2b95ebdb,15596.0,2021-11-09 21:38:48+00:00,2022-01-04 21:38:48+00:00,1,56,0.0,0,1,0,0
1337,618b7c1a15149db0120242ed,15598.0,2021-11-10 08:00:26+00:00,2022-01-05 08:00:26+00:00,1,56,0.0,0,1,0,0
1338,618b89edbf2e485789bc7d21,15599.0,2021-11-10 08:59:25+00:00,2022-01-05 08:59:25+00:00,1,56,0.0,0,1,0,0
1339,618b8bb1bf2e485789bca54d,15600.0,2021-11-10 09:06:57+00:00,2022-01-05 09:06:57+00:00,1,56,0.0,0,1,0,0
1340,618bb1a9bf2e485789bf4d2e,15602.0,2021-11-10 11:48:57+00:00,2022-01-05 11:48:57+00:00,1,56,0.0,0,1,0,0
1341,618bb89cbf2e485789bfcb0d,15603.0,2021-11-10 12:18:36+00:00,2022-01-05 12:18:36+00:00,1,56,0.0,0,1,0,0
1342,618bbd2c480d029d2ba35c13,15604.0,2021-11-10 12:38:04+00:00,2022-01-05 12:38:04+00:00,1,56,0.0,0,1,0,0
1343,618bcb92bf2e485789c10579,15606.0,2021-11-10 13:39:30+00:00,2022-01-05 13:39:30+00:00,1,56,0.0,0,1,0,0
1344,618be7b5b904fb7f01658c7c,15609.0,2021-11-10 15:39:33+00:00,2022-01-05 15:39:33+00:00,1,56,0.0,0,1,0,0
1345,618c0dc9b904fb7f0167fab6,15611.0,2021-11-10 18:22:01+00:00,2022-01-05 18:22:01+00:00,1,56,0.0,0,1,0,0
1346,618c2a29bf2e485789c70d99,15613.0,2021-11-10 20:23:05+00:00,2022-01-05 20:23:05+00:00,1,56,0.0,0,1,0,0
1347,618d0397f311d5bda4749f6b,15615.0,2021-11-11 11:50:47+00:00,2022-01-06 11:50:47+00:00,1,56,0.0,0,1,0,0
1348,618d3841f311d5bda4790452,15616.0,2021-11-11 15:35:29+00:00,2022-01-06 15:35:29+00:00,1,56,0.0,0,1,0,0
1349,618dff320746bf8b2613823d,15617.0,2021-11-12 05:44:18+00:00,2022-01-07 05:44:18+00:00,1,56,0.0,0,1,0,0
1350,618e5aeec306dd122de9a0d6,15618.0,2021-11-12 12:15:42+00:00,2022-01-13 12:32:06+00:00,1,62,1.9354838709677418,0,1,0,0
1351,618e978d726de8a84df11a48,15619.0,2021-11-12 16:34:21+00:00,2022-01-07 16:34:21+00:00,1,56,0.0,0,1,0,0
1352,618e9c4cac5c0913fe43f2cd,15620.0,2021-11-12 16:54:36+00:00,2022-01-07 16:54:36+00:00,1,56,0.0,0,1,0,0
1353,618f7c38ac5c0913fe50bca4,15621.0,2021-11-13 08:50:00+00:00,2022-01-08 08:50:00+00:00,1,56,0.0,0,1,0,0
1354,618fd5ebac5c0913fe55ff14,15622.0,2021-11-13 15:12:43+00:00,2022-01-08 15:12:43+00:00,1,56,0.0,0,1,0,0
1355,619012aa726de8a84d061d87,15623.0,2021-11-13 19:31:54+00:00,2022-01-08 19:31:54+00:00,1,56,0.0,0,1,0,0
1356,61901e3cac5c0913fe594040,15624.0,2021-11-13 20:21:16+00:00,2022-02-02 08:30:28+00:00,1,80,0.375,0,1,0,0
1357,61907756726de8a84d0a8ec7,15625.0,2021-11-14 02:41:26+00:00,2022-01-09 02:41:26+00:00,1,56,0.0,0,1,0,0
1358,619151cb726de8a84d17f1a5,15626.0,2021-11-14 18:13:31+00:00,2022-03-12 13:35:26+00:00,1,117,5.384615384615385,9,1,0,0
1359,6191ea03ac5c0913fe71df35,15627.0,2021-11-15 05:02:59+00:00,2022-01-10 05:02:59+00:00,1,56,0.0,0,1,0,0
1360,619213011c411fc02bbfa5e7,15628.0,2021-11-15 07:57:53+00:00,2022-01-10 07:57:53+00:00,1,56,0.0,0,1,0,0
